IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,52,2001,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,31200986
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,53,2002,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,31624696
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,54,2003,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,32055884
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,55,2004,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,32510186
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,56,2005,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,32956690
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,57,2006,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,33435080
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,58,2007,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,33983828
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,59,2008,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,34569592
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,60,2009,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,35196037
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,61,2010,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,35856344
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,62,2011,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,36543542
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,63,2012,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,37260563
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,64,2013,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,38000627
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,65,2014,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,38760168
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,66,2015,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,39543155
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,67,2016,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,40339329
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,68,2017,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,41136546
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,69,2018,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,41927007
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,70,2019,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,42705369
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,71,2020,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,43451666
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,72,2021,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,44177969
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,73,2022,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,44903225
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,74,2023,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,3,Projection,45606481
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,75,2024,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,3,Projection,46278752
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,76,2025,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,3,Projection,46922031
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,77,2026,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,3,Projection,47538087
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,78,2027,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,3,Projection,48130008
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,79,2028,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,3,Projection,48700235
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,80,2029,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,3,Projection,49251258
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,12,Algeria,DZ,DZA,81,2030,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,3,Projection,49787283
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,16,American Samoa,AS,ASM,41,1990,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,47818
49,Total population by sex,Total population by sex,World Population Prospects,2022,United Nations Population Division,16,American Samoa,AS,ASM,42,1991,4,Median,3,Both sexes,188,0,-1,Total,0,Not applicable,1,Model-based Estimates,2,Interpolation,48992
